,title,timestamp,revid,prediction,B,C,FA,GA,Start,Stub
33,172nd Infantry Brigade (United States),2009-12-31 00:00:00,261545632,FA,0.12584134301635858,0.059090515589500923,0.4471107383876799,0.36404462324809284,0.003912779758367994,0.0
34,172nd Infantry Brigade (United States),2010-12-31 00:00:00,337591105,FA,0.09863798189167025,0.044254706294701164,0.4319364309775029,0.42388367845517355,0.0012872023809523808,0.0
35,172nd Infantry Brigade (United States),2011-12-31 00:00:00,407537966,FA,0.10274053640076605,0.04347191446144935,0.42934991000891287,0.4232502067695645,0.0011874323593073592,0.0
36,172nd Infantry Brigade (United States),2012-12-31 00:00:00,473601388,FA,0.11295152000135884,0.05002768667717222,0.4301640599956939,0.40570402318869003,0.0011527101370851372,0.0
37,172nd Infantry Brigade (United States),2013-12-31 00:00:00,535014851,FA,0.11424719067563756,0.05445701932989463,0.4291179790905478,0.401394024377946,0.000783786525974026,0.0
38,172nd Infantry Brigade (United States),2014-12-31 00:00:00,593160214,FA,0.11951429017295101,0.05695873612863657,0.4210879922201629,0.40165519495227553,0.000783786525974026,0.0
39,172nd Infantry Brigade (United States),2015-12-31 00:00:00,641652499,FA,0.11354537920192953,0.05688604406375699,0.4297231330616036,0.3990616571467359,0.000783786525974026,0.0
40,1855 in Scotland,2013-12-31 00:00:00,561713259,Stub,0.01472618356650919,0.040179249284595944,0.0,0.000503220611916264,0.14799833197340861,0.7965930145635703
41,1855 in Scotland,2014-12-31 00:00:00,603318402,Stub,0.02430227202962324,0.0957584376517908,0.0,0.0014756944444444444,0.2583345490598745,0.620129046814268
42,1855 in Scotland,2015-12-31 00:00:00,640500472,Start,0.08947545460011065,0.18825582610039157,0.0,0.018241579173048188,0.5458351641106939,0.1581919760157564
43,1898 VPI football team,2015-12-31 00:00:00,689413635,Start,0.014395382253140018,0.14355737465640503,0.0008140844900713321,0.001473319824383654,0.4964104915664458,0.3433493472095534
44,1925 Florida Gators football team,2007-12-31 00:00:00,153805939,Stub,0.07759733548870291,0.04194426783952306,0.02257053659445768,0.0,0.1989844693780971,0.658903390699219
45,1925 Florida Gators football team,2009-12-31 00:00:00,287498647,Stub,0.07759733548870291,0.04194426783952306,0.02257053659445768,0.0,0.1989844693780971,0.658903390699219
46,1925 Florida Gators football team,2010-12-31 00:00:00,380285459,Stub,0.07759733548870291,0.04194426783952306,0.02257053659445768,0.0,0.1989844693780971,0.658903390699219
47,1925 Florida Gators football team,2013-12-31 00:00:00,545367786,Stub,0.07759733548870291,0.04194426783952306,0.02257053659445768,0.0,0.1989844693780971,0.658903390699219
48,1925 Florida Gators football team,2015-12-31 00:00:00,672064844,Stub,0.03865607162552302,0.08009766733602397,0.012050388136688446,0.007316996061648562,0.40521824907967174,0.4566606277604441
49,1952–53 Austrian football championship,2008-12-31 00:00:00,213031848,Stub,0.008895460457746154,0.005251896957616501,0.0002976190476190476,0.0,0.15642234951428874,0.8291326740227296
50,1952–53 Austrian football championship,2009-12-31 00:00:00,284216441,Stub,0.01056801053871569,0.006441249592431655,0.0,0.0,0.18462575383511542,0.7983649860337365
51,1952–53 Austrian football championship,2010-12-31 00:00:00,345396558,Stub,0.011209304064372812,0.010180834156612993,0.0,0.0,0.19187751911975262,0.7867323426592608
52,1952–53 Austrian football championship,2011-12-31 00:00:00,412804557,Stub,0.010617593670787798,0.0054823932522905915,0.0,0.0,0.25991689170997934,0.7239831213669419
53,1952–53 Austrian football championship,2013-12-31 00:00:00,540976905,Stub,0.008627807924754986,0.006523590608554906,0.0,0.0,0.19241043363689783,0.7924381678297923
54,1952–53 Austrian football championship,2015-12-31 00:00:00,649283638,Stub,0.0062941437668333,0.004107795619878235,0.0,0.0,0.18342095538254424,0.8061771052307435
55,1953 in television,2003-12-31 00:00:00,597972,Stub,0.09857783506726986,0.03620127444650999,0.0019913506592568373,0.0012659832278731373,0.4291549751691856,0.43280858142990486
56,1953 in television,2004-12-31 00:00:00,3935436,Start,0.11808881408498535,0.03860384957897579,0.0,0.0009663367454463345,0.5182286174615715,0.32411238212902116
57,1953 in television,2005-12-31 00:00:00,11380605,Start,0.27867698582193967,0.07407843553039625,0.0006747159090909091,0.0012197593305604958,0.5483170969290617,0.09703300647895095
58,1953 in television,2006-12-31 00:00:00,44628877,B,0.49690082644014655,0.08175351908221412,0.00953220321522751,0.0011264204545454546,0.3910822687513764,0.01960476205648942
59,1953 in television,2007-12-31 00:00:00,98885253,B,0.4788684765032628,0.0879495160136572,0.004620999223141167,0.000445864898989899,0.4046629654890442,0.023452177871904373
60,1953 in television,2008-12-31 00:00:00,198604331,B,0.4810671043196719,0.09586519240143265,0.005143410839302783,0.000445864898989899,0.39315133898910026,0.024327088551502552
61,1953 in television,2009-12-31 00:00:00,272782645,Start,0.40890797891846953,0.07544973661011989,0.002382235041145645,0.00031565656565656563,0.45276899977216656,0.06017539309244176
62,1953 in television,2010-12-31 00:00:00,337570382,Start,0.40951959258591264,0.08664127956973484,0.0027111824095666973,0.00031565656565656563,0.45085184529129096,0.049960443577838284
63,1953 in television,2011-12-31 00:00:00,409253039,B,0.4545274492884167,0.08898758007731221,0.0023948977557530188,0.0010930580434890778,0.4133492848763157,0.039647729958712886
64,1953 in television,2012-12-31 00:00:00,483532059,B,0.507354147639928,0.09917483606717627,0.005928693431334909,0.0015619901530461876,0.3587860117704938,0.02719432093802082
65,1953 in television,2013-12-31 00:00:00,536286128,B,0.5176143989729642,0.09825116165437377,0.006232887783494377,0.0013982996768557112,0.3522479030010388,0.024255348911273053
66,1953 in television,2014-12-31 00:00:00,594500313,B,0.5143113443366193,0.1192496583124816,0.003393447522590716,0.0021085269495829837,0.3360365643083121,0.024900458570413453
67,1953 in television,2015-12-31 00:00:00,643094655,Start,0.40474019275652423,0.12802640626193423,0.0016155883291650778,0.0038817799847211615,0.4237297970756015,0.03800623559205425
68,1957–58 Boston Celtics season,2012-12-31 00:00:00,496539390,Stub,0.025995392885573072,0.07012317236378816,0.00014204545454545454,0.0013394097222222223,0.37300149392276183,0.5293984856511094
69,1957–58 Boston Celtics season,2013-12-31 00:00:00,537222174,Start,0.0899737584285979,0.19636246755249512,0.0002403846153846154,0.004484493616287095,0.5117650273964001,0.19717386839083548
70,1957–58 Boston Celtics season,2014-12-31 00:00:00,607493385,Start,0.031220029975542646,0.07327264549816948,0.0001838235294117647,0.00015625,0.4509279203823423,0.44423933061453413
71,1957–58 Boston Celtics season,2015-12-31 00:00:00,691933946,Stub,0.030421418864431532,0.07327264549816949,0.0001838235294117647,0.00015625,0.4472546594112871,0.4487112026967003
72,1958 Nebraska Cornhuskers football team,2010-12-31 00:00:00,377099962,C,0.2627250730589088,0.3262925652309273,0.11020435123831962,0.2456716755803719,0.05023167268684727,0.00487466220462544
73,1958 Nebraska Cornhuskers football team,2011-12-31 00:00:00,426578724,C,0.2507890352888873,0.33606096584698103,0.10794311897587691,0.24751260440550488,0.053038159029758655,0.004656116452991453
74,1958 Nebraska Cornhuskers football team,2012-12-31 00:00:00,469048739,C,0.2507890352888873,0.33606096584698103,0.10794311897587691,0.24751260440550488,0.053038159029758655,0.004656116452991453
75,1958 Nebraska Cornhuskers football team,2013-12-31 00:00:00,535870659,GA,0.23318152894646998,0.22418136721082602,0.09570173608473784,0.41728624780963186,0.02821248800389035,0.0014366319444444442
76,1958 Nebraska Cornhuskers football team,2015-12-31 00:00:00,689542658,GA,0.18455888009160587,0.20638207270408251,0.05802661335531569,0.5153441352205219,0.034299409739585264,0.0013888888888888887
77,1963 WCHA Men's Ice Hockey Tournament,2014-12-31 00:00:00,613641869,Start,0.05708097056660484,0.27501212378476847,0.0,0.008181126761583734,0.49110643159678846,0.16861934729025443
78,1973 New York Jets season,2007-12-31 00:00:00,167734749,Stub,0.019253935398482837,0.018848063105956978,0.0023803639633311175,0.0,0.3767457993493555,0.582771838182873
79,1973 New York Jets season,2008-12-31 00:00:00,191018211,Stub,0.016501240633634028,0.021500562109802144,0.0018778054837989538,0.0,0.3950327558089976,0.5650876359637669
80,1973 New York Jets season,2009-12-31 00:00:00,274838512,Start,0.04412483090814839,0.12136326794913957,0.000390625,0.0006696428571428571,0.655096135158707,0.17835549812686208
81,1973 New York Jets season,2010-12-31 00:00:00,336612755,Start,0.04356639898360267,0.10547447828470077,0.000390625,0.00015625,0.6750232739189743,0.17538897381272223
82,1973 New York Jets season,2011-12-31 00:00:00,430274206,Start,0.04356639898360267,0.10547447828470077,0.000390625,0.00015625,0.6750232739189743,0.17538897381272223
83,1973 New York Jets season,2013-12-31 00:00:00,549467470,Start,0.042226292334364306,0.09320401250935544,0.000390625,0.00015625,0.7130972767607607,0.1509255433955196
84,1973 New York Jets season,2014-12-31 00:00:00,588684852,Start,0.11568889135318408,0.250055200429589,0.0003472222222222222,0.007466521012604993,0.5132314899507309,0.11321067503166893
85,1973 New York Jets season,2015-12-31 00:00:00,642658578,Start,0.09295006907770012,0.2472101795317493,0.0003472222222222222,0.010844386174137835,0.5121051491903958,0.13654299380379506
86,1980 Ohio State Buckeyes football team,2008-12-31 00:00:00,253324676,Start,0.023745488656519945,0.0228146555752376,0.0007338318622643565,0.0005468749999999999,0.5318572137514879,0.4203019351544902
87,1980 Ohio State Buckeyes football team,2009-12-31 00:00:00,262216908,Stub,0.019862803859484933,0.019052776261772403,0.0005870927318295739,0.0005416666666666666,0.47996579038663717,0.4799898700936092
88,1980 Ohio State Buckeyes football team,2010-12-31 00:00:00,340164466,Start,0.04062628479716559,0.07822452058073096,0.0009430555555555555,0.0011312905844155844,0.5226708461450157,0.35640400233711644
89,1980 Ohio State Buckeyes football team,2011-12-31 00:00:00,466020059,Start,0.04058288201938781,0.07779049280295317,0.0009430555555555555,0.0011312905844155844,0.5224538322561267,0.3570984467815609
90,1980 Ohio State Buckeyes football team,2012-12-31 00:00:00,470570606,Start,0.04184277612854663,0.07706390245090328,0.0009430555555555555,0.0011312905844155844,0.524914057641444,0.3541049176391347
91,1980 Ohio State Buckeyes football team,2013-12-31 00:00:00,533412137,Start,0.06068180712179232,0.15298642691333894,0.0013929645721925134,0.0020874726496329754,0.5438772619703294,0.23897406677271368
92,1980 Ohio State Buckeyes football team,2014-12-31 00:00:00,598717252,Start,0.08929987774222992,0.2964700601830227,0.005974760163082531,0.01774731951538743,0.5087214946211787,0.0817864877750987
93,1980 Ohio State Buckeyes football team,2015-12-31 00:00:00,649497424,Start,0.0923388817025194,0.2715728729851516,0.011028352661981749,0.013061257125179651,0.48095198842231535,0.1310466471028521
94,1981 Canadian Ladies Curling Association Championship,2012-12-31 00:00:00,477639650,Start,0.05793808083987837,0.11483152005438527,0.0,0.0007634320175438596,0.633009828136048,0.19345713895214384
95,1981 Canadian Ladies Curling Association Championship,2013-12-31 00:00:00,537618501,Start,0.08381019677444873,0.13811874453692147,0.0,0.005583196271929824,0.6290544081228878,0.14343345429381163
96,1986 European Super Cup,2008-12-31 00:00:00,198224732,Stub,8.591065292096221e-06,0.013961549483037234,0.0,0.0,0.015041018786457572,0.9709888406652135
97,1986 European Super Cup,2009-12-31 00:00:00,276756198,Start,0.022202285593692035,0.060856409485921914,0.0005514705882352941,0.0021270101849370144,0.466615945757517,0.4476468783896973
98,1986 European Super Cup,2010-12-31 00:00:00,338193967,Start,0.023947719188580668,0.07627480262165512,0.0004712301587301587,0.0034321572437605434,0.5130216534863179,0.38285243730095575
99,1986 European Super Cup,2011-12-31 00:00:00,414933567,Start,0.025365661483265495,0.08832753382988531,0.0008195273723524497,0.004224012447380453,0.5478837142187498,0.3333795506483664
100,1986 European Super Cup,2012-12-31 00:00:00,480618225,Start,0.04750648107761191,0.1686333024558221,0.002737692250559898,0.01311274713169953,0.5100319428879663,0.25797783419634035
101,1986 European Super Cup,2013-12-31 00:00:00,540357311,Start,0.03270115972797188,0.12881729799181943,0.0020285576351752824,0.0067992576320687285,0.46340170862389707,0.36625201838906807
102,1986 European Super Cup,2014-12-31 00:00:00,596896768,Start,0.0365932238867747,0.12179323287504644,0.0022123811645870474,0.008143265630004745,0.428976582724907,0.40228131371868026
103,1986 European Super Cup,2015-12-31 00:00:00,646705415,Start,0.03438808378777692,0.12122682678409132,0.0022123811645870474,0.008228087058576172,0.4179089921644853,0.41603562904048347
104,1988 WTA German Open – Singles,2009-12-31 00:00:00,332696095,Start,0.2547212685375725,0.23062287021135167,0.01422728845841289,0.023799783840208196,0.3713321215293942,0.10529666742306094
105,1988 WTA German Open – Singles,2010-12-31 00:00:00,339211392,Start,0.2547212685375725,0.23062287021135167,0.01422728845841289,0.023799783840208196,0.3713321215293942,0.10529666742306094
106,1988 WTA German Open – Singles,2012-12-31 00:00:00,479668628,Start,0.25432459671094715,0.23102921696057765,0.01422728845841289,0.02398360736961996,0.37106122369657685,0.10537406680386589
107,1988 WTA German Open – Singles,2013-12-31 00:00:00,545800954,Start,0.2547212685375725,0.23062287021135167,0.01422728845841289,0.023799783840208196,0.3713321215293942,0.10529666742306094
108,1989 TFL Statewide League season,2009-12-31 00:00:00,314913452,Start,0.1928504796246017,0.08966885989882412,0.0038550426563486264,0.0007778233775341069,0.6224896245884729,0.0903581698542187
109,1989 TFL Statewide League season,2010-12-31 00:00:00,335682467,B,0.3915800480585021,0.164717516102672,0.32949247533011716,0.012121808243877836,0.09653315246951044,0.005554999795320666
110,1989 TFL Statewide League season,2011-12-31 00:00:00,429234821,B,0.38752376363779606,0.18225118901856738,0.2105733872999278,0.011759455056789615,0.1741998734422127,0.0336923315447068
111,1989 TFL Statewide League season,2012-12-31 00:00:00,469814701,B,0.39853556581431687,0.18033597780273208,0.20987488902710086,0.012280288390122948,0.16736375427564656,0.031609524690080895
112,1989 TFL Statewide League season,2013-12-31 00:00:00,557617973,B,0.39853556581431687,0.18033597780273208,0.20987488902710086,0.012280288390122948,0.16736375427564656,0.031609524690080895
113,1989 TFL Statewide League season,2015-12-31 00:00:00,681062002,B,0.398722045548351,0.17863289178850478,0.2127637779159898,0.012280288390122948,0.16639908036260306,0.031201915994428724
114,1993 FIVB Volleyball World League,2008-12-31 00:00:00,188622197,Start,0.04503037282771917,0.12062970288857919,0.000493421052631579,0.0008333333333333333,0.557575957852001,0.27543721204573557
115,1993 FIVB Volleyball World League,2009-12-31 00:00:00,263084810,Start,0.04908554588230988,0.23672157718615625,0.0031220629699248116,0.006148933531746033,0.5046248710957163,0.20029700933414651
116,1993 FIVB Volleyball World League,2010-12-31 00:00:00,338191392,Start,0.05546521459860689,0.2568698104717738,0.0031220629699248116,0.006332757061157797,0.5030746394480003,0.17513551545053635
117,1993 FIVB Volleyball World League,2011-12-31 00:00:00,418351376,Start,0.05347667346024444,0.23830353820404732,0.0026961765827612505,0.0019788384103641456,0.5082914444824056,0.19525332886017707
118,1993 FIVB Volleyball World League,2012-12-31 00:00:00,496873020,Start,0.040500715562776915,0.16210579028929986,0.0,0.001490247140522876,0.5704131537843471,0.22549009322305297
119,1993 FIVB Volleyball World League,2013-12-31 00:00:00,540390712,Start,0.0329401658940975,0.1407385753027031,0.000390625,0.0006597222222222222,0.5198287678606366,0.3054421437203402
120,1993 FIVB Volleyball World League,2014-12-31 00:00:00,590658845,Start,0.020838186199334245,0.15114850609588698,0.00013020833333333333,0.0015003654970760232,0.5076252559335375,0.3187574779408317
121,1993 FIVB Volleyball World League,2015-12-31 00:00:00,661402294,Start,0.02019673883091319,0.14925183734066563,0.00013020833333333333,0.0010069444444444444,0.5114444393086418,0.31796983174200133
122,1993–94 Mexican Primera División season,2009-12-31 00:00:00,326316762,Start,0.09569316164329025,0.0665660299889285,0.0003968253968253968,0.003188081322272499,0.5284929596841813,0.30566294196450217
123,1993–94 Mexican Primera División season,2010-12-31 00:00:00,351182049,Start,0.10598280282283776,0.06307674913952846,0.0001736111111111111,0.0023973883327479215,0.5479335951727613,0.28043585342101374
124,1993–94 Mexican Primera División season,2011-12-31 00:00:00,432421482,Start,0.09900761984453352,0.07173268328977724,0.000125,0.00039762868710237133,0.6113744621574944,0.2173626060210921
125,1993–94 Mexican Primera División season,2012-12-31 00:00:00,502153632,Start,0.06771873885550841,0.06943141611840645,0.0,0.00039762868710237133,0.6335790183169747,0.2288731980220083
126,1993–94 Mexican Primera División season,2013-12-31 00:00:00,535372494,Start,0.05909974896010567,0.06814748748256187,0.0,0.00039762868710237133,0.6090980580906385,0.2632570767795918
127,1993–94 Mexican Primera División season,2014-12-31 00:00:00,600593634,Start,0.058226907605644064,0.07041483169794874,0.0,0.00039762868710237133,0.6145714921519663,0.25638913985733885
128,1993–94 Mexican Primera División season,2015-12-31 00:00:00,644289669,Start,0.10925784116593287,0.19256504009488212,0.000996336763460325,0.0014693587662337661,0.5464158532196473,0.14929556998984378
129,1995 3. Divisjon,2010-12-31 00:00:00,379051300,Start,0.12955488457396974,0.10304953741334263,0.004658978174603174,0.008405068924932542,0.6357164004073964,0.11861513050575574
130,1995 3. Divisjon,2011-12-31 00:00:00,413047064,Start,0.1253147382248463,0.10199163980823037,0.004658978174603174,0.008144652258265874,0.6317406786667145,0.12814931286733994
131,1995 3. Divisjon,2012-12-31 00:00:00,500094786,Start,0.1253147382248463,0.10199163980823037,0.004658978174603174,0.008144652258265874,0.6317406786667145,0.12814931286733994
132,1995 3. Divisjon,2013-12-31 00:00:00,540032335,Start,0.1253147382248463,0.10199163980823037,0.004658978174603174,0.008144652258265874,0.6317406786667145,0.12814931286733994
133,1995 3. Divisjon,2015-12-31 00:00:00,659475964,Start,0.12787862074675857,0.10545243742632993,0.004658978174603174,0.007827344565958183,0.6368694089958824,0.11731321009046784
134,1995–96 Cypriot Cup,2015-12-31 00:00:00,691595807,Start,0.31736301271051703,0.24269267738090416,0.013507227226528275,0.008596211033271454,0.3805809134588433,0.037259958189936056
135,1996 CA-TennisTrophy – Singles,2009-12-31 00:00:00,283991684,Start,0.023763968912271477,0.02881779983590349,0.000718167701863354,0.005502670569085757,0.6598390963914377,0.28135829658943795
136,1996 CA-TennisTrophy – Singles,2010-12-31 00:00:00,391884782,Start,0.014195248839096158,0.019867331507905324,0.0010858147606868833,0.004147015807180995,0.63147389533971,0.3292306937454206
137,1996 CA-TennisTrophy – Singles,2011-12-31 00:00:00,405567609,Start,0.015714909733757058,0.02163954946989689,0.0008140756302521008,0.005188682473847662,0.6429767611145432,0.31366602157770307
138,1996 CA-TennisTrophy – Singles,2012-12-31 00:00:00,479651612,Start,0.015714909733757058,0.02163954946989689,0.0008140756302521008,0.005188682473847662,0.6429767611145432,0.31366602157770307
139,1996 CA-TennisTrophy – Singles,2013-12-31 00:00:00,531188473,Start,0.012442315781815275,0.019191278632589657,0.0004464285714285714,0.0042028193786095664,0.645887817982203,0.317829339653354
140,1998 Pilot Pen International – Women's Singles,2010-12-31 00:00:00,347353281,Start,0.15902577167255658,0.19984181957733343,0.002592302561491036,0.010487718465378926,0.5212724603997959,0.10677992732344381
141,1998 Pilot Pen International – Women's Singles,2011-12-31 00:00:00,419045429,Start,0.15902577167255658,0.19984181957733343,0.002592302561491036,0.010487718465378926,0.5212724603997959,0.10677992732344381
142,1998 Pilot Pen International – Women's Singles,2013-12-31 00:00:00,545866351,Start,0.15902577167255658,0.19984181957733343,0.002592302561491036,0.010487718465378926,0.5212724603997959,0.10677992732344381
143,"20,000 Watt R.S.L.",2005-12-31 00:00:00,22703829,Stub,0.053837605437716284,0.004938542718431332,0.00021006624194393206,0.0,0.2432675202300476,0.6977462653718608
144,"20,000 Watt R.S.L.",2006-12-31 00:00:00,50068007,Start,0.04977345260466929,0.017466139482513226,2.042483660130719e-05,0.0,0.5224939034147399,0.410246079661477
145,"20,000 Watt R.S.L.",2007-12-31 00:00:00,100834445,Start,0.037162572583271915,0.0266294632330042,0.0,0.0,0.5670952780045895,0.36911268617913506
146,"20,000 Watt R.S.L.",2008-12-31 00:00:00,185859421,Start,0.07932037400033787,0.03747743505560795,0.0,0.0,0.6532537581744364,0.22994843276961724
147,"20,000 Watt R.S.L.",2009-12-31 00:00:00,264851035,C,0.24752058434190136,0.3538021259253038,0.004244882443627437,0.25932443160927804,0.128938954153815,0.006169021526074544
148,"20,000 Watt R.S.L.",2010-12-31 00:00:00,364370863,C,0.2508479674328178,0.35417564816224145,0.004605459366704361,0.26205029853557055,0.12172005735754406,0.006600569145122165
149,"20,000 Watt R.S.L.",2011-12-31 00:00:00,408745098,C,0.25395825359623814,0.3438037678612446,0.00478132516757016,0.279401786171849,0.11175191710559518,0.0063029500975031166
150,"20,000 Watt R.S.L.",2012-12-31 00:00:00,511197895,C,0.2395726102049855,0.4732639230072973,0.00397443382640751,0.15875169338714426,0.12298764302888066,0.0014496965452847805
151,"20,000 Watt R.S.L.",2013-12-31 00:00:00,532999234,C,0.20814166461211844,0.4844372874213664,0.0016642440162177002,0.1909393945918115,0.11236611024909873,0.0024512991093873443
152,"20,000 Watt R.S.L.",2014-12-31 00:00:00,593732717,C,0.19557616177970574,0.5005885021040426,0.0028273079259921365,0.19024352982887463,0.1093148018160999,0.0014496965452847805
153,"20,000 Watt R.S.L.",2015-12-31 00:00:00,644807386,C,0.1998917200468799,0.5744006813539584,0.005205001945257656,0.0980661462436247,0.12092073392405975,0.0015157164862198377
154,2000 IIHF World Championship Final,2010-12-31 00:00:00,373710436,Stub,0.005193705200630837,0.028741813365864132,0.0,0.0,0.22215043079201555,0.7439140506414891
155,2000 IIHF World Championship Final,2011-12-31 00:00:00,445057491,Start,0.16343408436905527,0.24533842414724405,0.0015758689839572193,0.0020432318906583617,0.506514410665714,0.0810939799433714
156,2000 IIHF World Championship Final,2012-12-31 00:00:00,489644553,Start,0.16343408436905527,0.24533842414724405,0.0015758689839572193,0.0020432318906583617,0.506514410665714,0.0810939799433714
157,2000 IIHF World Championship Final,2013-12-31 00:00:00,541429991,Start,0.16540648696645788,0.24417154528335433,0.0014338235294117647,0.0020432318906583617,0.5076174674820861,0.07932744484803196
158,2000 IIHF World Championship Final,2014-12-31 00:00:00,614524532,Start,0.07849521562381466,0.1767182728245659,0.0,0.0015836641146843352,0.643181636787424,0.10002121064951094
159,2000 IIHF World Championship Final,2015-12-31 00:00:00,642828544,Start,0.056745983711212734,0.2073794845066851,0.0,0.0006853070175438597,0.6813564677534394,0.05383275701111838
